id,mas_ifsc_number,mas_ifsccode_bank_id,mas_ifsc_code_micr
21079,MAHB0001684,20,416014799
21080,MAHB0001685,20,176014152
21081,MAHB0001686,20,411014126
21082,MAHB0001687,20,480014505
21083,MAHB0001688,20,487014001
21084,MAHB0001689,20,431014303
21085,MAHB0001690,20,560014020
21086,MAHB0001691,20,271014102
21087,MAHB0001692,20,273014003
21088,MAHB0001693,20,274014102
21089,MAHB0001694,20,443014517
21090,MAHB0001695,20,495014299
21091,MAHB0001696,20,496014001
21092,MAHB0001697,20,493014299
21093,MAHB0001698,20,497014001
21094,MAHB0001699,20,440014034
21095,MAHB0001700,20,768014202
21096,MAHB0001701,20,301014051
21097,MAHB0001702,20,126014002
21098,MAHB0001703,20,124014199
21099,MAHB0001704,20,224014002
21100,MAHB0001705,20,208014004
21101,MAHB0001706,20,424014199
21102,MAHB0001707,20,509014002
21103,MAHB0001708,20,534014402
21104,MAHB0001709,20,400014162
21105,MAHB0001710,20,302014012
21106,MAHB0001711,20,846014002
21107,MAHB0001712,20,847014002
21108,MAHB0001713,20,110014057
21109,MAHB0001714,20,411014799
21110,MAHB0001715,20,412014599
21111,MAHB0001716,20,411014127
21112,MAHB0001717,20,444014799
21113,MAHB0001718,20,400014163
21114,MAHB0001719,20,444014399
21115,MAHB0001720,20,335014026
21116,MAHB0001721,20,802014102
21117,MAHB0001722,20,797014002
21118,MAHB0001723,20,815014002
21119,MAHB0001724,20,786014302
21120,MAHB0001725,20,785014202
21121,MAHB0001726,20,246014002
21122,MAHB0001727,20,249014202
21123,MAHB0001728,20,284014202
21124,MAHB0001729,20,229014002
21125,MAHB0001730,20,203014002
21126,MAHB0001731,20,224014302
21127,MAHB0001732,20,247014102
21128,MAHB0001733,20,208014005
21129,MAHB0001734,20,110014058
21130,MAHB0001735,20,123014002
21131,MAHB0001736,20,322014502
21132,MAHB0001737,20,413014299
21133,MAHB0001738,20,422014899
21134,MAHB0001739,20,431014599
21135,MAHB0001740,20,160014009
21136,MAHB0001741,20,136014152
21137,MAHB0001742,20,505014002
21138,MAHB0001743,20,520014004
21139,MAHB0001744,20,110014059
21140,MAHB0001745,20,411014128
21141,MAHB0001746,20,NA
21142,MAHB0001747,20,500014019
21143,MAHB0001748,20,243014202
21144,MAHB0001749,20,411014129
21145,MAHB0001750,20,410014053
21146,MAHB0001751,20,209014002
21147,MAHB0001752,20,431014544
21148,MAHB0001753,20,411014131
21149,MAHB0001754,20,495014201
21150,MAHB0001755,20,250014004
21151,MAHB0001756,20,400014165
21152,MAHB0001757,20,400014166
21153,MAHB0001758,20,462014006
21154,MAHB0001759,20,473014001
21155,MAHB0001760,20,272014003
21156,MAHB0001761,20,242014002
21157,MAHB0001762,20,223014002
21158,MAHB0001763,20,225014102
21159,MAHB0001764,20,385014001
21160,MAHB0001765,20,452014013
21161,MAHB0001766,20,204014002
21162,MAHB0001767,20,400014170
21163,MAHB0001768,20,400014167
21164,MAHB0001769,20,400014168
21165,MAHB0001770,20,431014699
21166,MAHB0001771,20,613014002
21167,MAHB0001772,20,630014203
21168,MAHB0001773,20,411014130
21169,MAHB0001774,20,224014202
21170,MAHB0001776,20,273014202
21171,MAHB0001777,20,110014062
21172,MAHB0001778,20,110014060
21173,MAHB0001779,20,480014506
21174,MAHB0001780,20,423014399
21175,MAHB0001781,20,127014002
21176,MAHB0001782,20,144014702
21177,MAHB0001783,20,133014003
21178,MAHB0001784,20,444014111
21179,MAHB0001785,20,412014501
21180,MAHB0001786,20,700014027
21181,MAHB0001787,20,783014002
21182,MAHB0001788,20,110014063
21183,MAHB0001789,20,110014061
21184,MAHB0001790,20,443014518
21185,MAHB0001791,20,691014002
21186,MAHB0001792,20,422014099
21187,MAHB0001793,20,486014001
21188,MAHB0001794,20,306014002
21189,MAHB0001795,20,491014201
21190,MAHB0001796,20,363014021
21191,MAHB0001797,20,422014999
21192,MAHB0001798,20,411014132
21193,MAHB0001799,20,841014202
21194,MAHB0001800,20,823014002
21195,MAHB0001801,20,415014052
21196,MAHB0001802,20,110014065
21197,MAHB0001803,20,110014066
21198,MAHB0001804,20,110014064
21199,MAHB0001805,20,814014102
21200,MAHB0001806,20,413014622
21201,MAHB0001807,20,444014402
21202,MAHB0001808,20,585014202
21203,MAHB0001809,20,491014502
21204,MAHB0001810,20,493014399
21205,MAHB0001811,20,416014327
21206,MAHB0001812,20,425014253
21207,MAHB0001813,20,425014599
21208,MAHB0001814,20,442014540
21209,MAHB0001815,20,441014518
21210,MAHB0001816,20,441014517
21211,MAHB0001817,20,422014333
21212,MAHB0001818,20,422014444
21213,MAHB0001819,20,422014556
21214,MAHB0001820,20,416014202
21215,MAHB0001821,20,444014548
21216,MAHB0001822,20,442014541
21217,MAHB0001823,20,400014171
21218,MAHB0001824,20,768014002
21219,MAHB0001825,20,400014173
21220,MAHB0001826,20,400014515
21221,MAHB0001827,20,342014051
21222,MAHB0001828,20,411014689
21223,MAHB0001829,20,412014799
21224,MAHB0001830,20,413014502
21225,MAHB0001831,20,416014505
21226,MAHB0001832,20,414014499
21227,MAHB0001833,20,414014599
21228,MAHB0001834,20,414014699
21229,MAHB0001835,20,415014518
21230,MAHB0001836,20,415014799
21231,MAHB0001837,20,441014099
21232,MAHB0001838,20,413014099
21233,MAHB0001839,20,413014799
21234,MAHB0001840,20,400014172
21235,MAHB0001841,20,411014399
21236,MAHB0001842,20,412014299
21237,MAHB0001843,20,426014199
21238,MAHB0001844,20,632014099
21239,MAHB0001845,20,415014519
21240,MAHB0001846,20,110014067
21241,MAHB0001847,20,457014101
21242,MAHB0001848,20,228014002
21243,MAHB0001849,20,473014076
21244,MAHB0001850,20,WAITING
21245,MAHB0001851,20,461014501
21246,MAHB0001852,20,NA
21247,MAHB0001853,20,201014099
21248,MAHB0001854,20,110014069
21249,MAHB0001855,20,495014501
21250,MAHB0001856,20,416014502
21251,MAHB0001857,20,583014402
21252,MAHB0001858,20,424014099
21253,MAHB0001859,20,416014099
21254,MAHB0001860,20,400014175
21255,MAHB0001861,20,441014519
21256,MAHB0001862,20,444014549
21257,MAHB0001863,20,152014052
21258,MAHB0001864,20,380014021
21259,MAHB0001865,20,413014899
21260,MAHB0001866,20,413014999
21261,MAHB0001867,20,414014799
21262,MAHB0001868,20,125014002
21263,MAHB0001869,20,173014002
21264,MAHB0001870,20,445014515
21265,MAHB0001871,20,676014152
21266,MAHB0001872,20,416014333
21267,MAHB0001873,20,844014002
21268,MAHB0001874,20,NA
21269,MAHB0001875,20,422014222
21270,MAHB0001876,20,411014599
21271,MAHB0001877,20,415014053
21272,MAHB0001878,20,413014333
21273,MAHB0001879,20,245014051
21274,MAHB0001880,20,245014003
21275,MAHB0001881,20,484014001
21276,MAHB0001882,20,488014001
21277,MAHB0001883,20,110014070
21278,MAHB0001884,20,110014071
21279,MAHB0001885,20,245014052
21280,MAHB0001886,20,302014013
21281,MAHB0001887,20,400014177
21282,MAHB0001888,20,410014199
21283,MAHB0001889,20,533014622
21284,MAHB0001890,20,400014176
21285,MAHB0001891,20,754014002
21286,MAHB0001892,20,413014623
21287,MAHB0001893,20,493014099
21288,MAHB0001894,20,391014501
21289,MAHB0001895,20,140014102
21290,MAHB0001896,20,443014519
21291,MAHB0001897,20,431014789
21292,MAHB0001898,20,393014001
21293,MAHB0001899,20,396014111
21294,MAHB0001900,20,125014102
21295,MAHB0001901,20,NA
21296,MAHB0001902,20,442014303
21297,MAHB0001903,20,NA
21298,MAHB0001904,20,344014002
21299,MAHB0001905,20,NA
21300,MAHB0001906,20,445014516
21301,MAHB0001907,20,752014002
21302,MAHB0001908,20,NA
21303,MAHB0001909,20,394014503
21304,MAHB0001910,20,396014131
21305,MAHB0001911,20,440014514
21306,MAHB0001912,20,NA
21307,MAHB0001913,20,380014022
21308,MAHB0001914,20,WAITING
21309,MAHB0001915,20,313014003
21310,MAHB0001916,20,NA
21311,MAHB0001917,20,364014091
21312,MAHB0001918,20,364014101
21313,MAHB0001919,20,360014081
21314,MAHB0001920,20,151014102
21315,MAHB0001921,20,313014004
21316,MAHB0001922,20,WAITING
21317,MAHB0001924,20,380014023
21318,MAHB0001925,20,415014521
21319,MAHB0001926,20,440014035
21320,MAHB0001927,20,WAITING
21321,MAHB0001929,20,480014515
21322,MAHB0009999,20,NA
21323,MAHB000CB01,20,NA
21324,MAHB0RRBMGB,20,NA
21325,BOTM0BL3626,179,560033002
21326,BOTM0CN3615,179,NA
21327,BOTM0MB3612,179,NA
21328,BOTM0ND3611,179,NA
21329,BOTM0NEEMRA,179,NA
21330,BARC0INBB01,22,400658002
21331,BARC0INBBIR,22,400658002
21332,BACB0000001,181,NA
21333,BACB0000003,181,400238003
21334,BACB0000004,181,400238004
21335,BACB0000005,181,400238005
21336,BACB0000006,181,400238006
21337,BACB0000007,181,400238007
21338,BACB0000008,181,400238008
21339,BACB0000009,181,400238009
21340,BACB0000010,181,400238010
21341,BACB0000011,181,400238011
21342,BACB0000012,181,400238012
21343,BACB0000013,181,400238013
21344,BACB0000014,181,400238014
21345,BACB0000015,181,400238015
21346,BACB0000016,181,400238016
21347,BACB0000017,181,400238017
21348,BACB0000018,181,400238018
21349,BACB0000019,181,400238019
21350,BACB0000020,181,400238020
21351,BACB0000021,181,400238021
21352,BACB0000022,181,400238022
21353,BACB0000023,181,400238023
21354,BACB0000024,181,400238024
21355,BACB0000025,181,400238025
21356,BACB0000026,181,401238026
21357,BACB0000027,181,400238027
21358,BACB0000028,181,400238028
21359,BACB0000029,181,400238029
21360,BACB0000030,181,400238030
21361,BACB0000031,181,400238031
21362,BACB0000032,181,400238032
21363,BACB0000033,181,400238033
21364,BACB0000034,181,400238034
21365,BACB0000035,181,400238035
21366,BACB0000036,181,400238036
21367,BACB0000037,181,400238037
21368,BACB0000038,181,400238038
21369,BACB0000039,181,400238039
21370,BACB0000040,181,400238040
21371,BACB0000102,181,401238102
21372,BACB0000111,181,411089252
21373,BACB0000112,181,NA
21374,BACB0000121,181,NA
21375,BNPA0009008,182,700034002
21376,BNPA0009009,182,400034002
21377,BNPA0009065,182,110034002
21378,BNPA0009067,182,560034002
21379,BNPA0009069,182,411034002
21380,BNPA0009077,182,380034002
21381,BNPA0009088,182,600034002
21382,BNPA0009378,182,500034002
21383,CNRB0000002,27,560015995
21384,CNRB0000003,27,NA
21385,CNRB0000004,27,NA
21386,CNRB0000005,27,NA
21387,CNRB0000006,27,NA
21388,CNRB0000007,27,NA
21389,CNRB0000008,27,NA
21390,CNRB0000009,27,NA
21391,CNRB0000010,27,560015976
21392,CNRB0000011,27,560015993
21393,CNRB0000012,27,560015989
21394,CNRB0000013,27,560015978
21395,CNRB0000014,27,NA
21396,CNRB0000015,27,NA
21397,CNRB0000016,27,NA
21398,CNRB0000017,27,NA
21399,CNRB0000018,27,560015996
21400,CNRB0000019,27,NA
21401,CNRB0000022,27,NA
21402,CNRB0000023,27,NA
21403,CNRB0000025,27,NA
21404,CNRB0000026,27,560015986
21405,CNRB0000027,27,NA
21406,CNRB0000028,27,NA
21407,CNRB0000029,27,560015977
21408,CNRB0000030,27,NA
21409,CNRB0000031,27,560015994
21410,CNRB0000032,27,NA
21411,CNRB0000033,27,NA
21412,CNRB0000034,27,560015981
21413,CNRB0000035,27,NA
21414,CNRB0000036,27,560015991
21415,CNRB0000037,27,NA
21416,CNRB0000038,27,560015992
21417,CNRB0000039,27,NA
21418,CNRB0000041,27,NA
21419,CNRB0000042,27,NA
21420,CNRB0000045,27,NA
21421,CNRB0000046,27,560015987
21422,CNRB0000047,27,NA
21423,CNRB0000048,27,NA
21424,CNRB0000049,27,NA
21425,CNRB0000051,27,NA
21426,CNRB0000052,27,WAITING
21427,CNRB0000053,27,WAITING
21428,CNRB0000056,27,NA
21429,CNRB0000057,27,NA
21430,CNRB0000100,27,180015001
21431,CNRB0000101,27,400015001
21432,CNRB0000102,27,400015002
21433,CNRB0000103,27,400015006
21434,CNRB0000104,27,400015012
21435,CNRB0000105,27,400015015
21436,CNRB0000106,27,400015020
21437,CNRB0000107,27,400015021
21438,CNRB0000108,27,400015024
21439,CNRB0000109,27,400015046
21440,CNRB0000110,27,400015055
21441,CNRB0000111,27,400015059
21442,CNRB0000112,27,400015062
21443,CNRB0000113,27,400015069
21444,CNRB0000114,27,400015985
21445,CNRB0000115,27,283015993
21446,CNRB0000116,27,400015036
21447,CNRB0000117,27,400015066
21448,CNRB0000118,27,400015037
21449,CNRB0000119,27,400015064
21450,CNRB0000120,27,400015004
21451,CNRB0000121,27,400015034
21452,CNRB0000122,27,400015061
21453,CNRB0000123,27,400015042
21454,CNRB0000124,27,400015009
21455,CNRB0000125,27,400015022
21456,CNRB0000126,27,400015011
21457,CNRB0000127,27,400015058
21458,CNRB0000128,27,400015060
21459,CNRB0000129,27,400015028
21460,CNRB0000130,27,400015056
21461,CNRB0000131,27,400015047
21462,CNRB0000132,27,400015043
21463,CNRB0000134,27,673015990
21464,CNRB0000135,27,400015032
21465,CNRB0000136,27,400015019
21466,CNRB0000137,27,673015202
21467,CNRB0000138,27,515015098
21468,CNRB0000140,27,803015002
21469,CNRB0000141,27,811015001
21470,CNRB0000142,27,846015002
21471,CNRB0000143,27,110015004
21472,CNRB0000144,27,226015004
21473,CNRB0000145,27,700015009
21474,CNRB0000146,27,700015023
21475,CNRB0000147,27,700015016
21476,CNRB0000148,27,700015011
21477,CNRB0000149,27,700015017
21478,CNRB0000150,27,700015013
21479,CNRB0000151,27,700015010
21480,CNRB0000152,27,700015006
21481,CNRB0000153,27,700015020
21482,CNRB0000154,27,400015050
21483,CNRB0000155,27,400015039
21484,CNRB0000156,27,110015017
21485,CNRB0000157,27,NA
21486,CNRB0000158,27,NA
21487,CNRB0000159,27,482015001
21488,CNRB0000160,27,390015004
21489,CNRB0000161,27,411015010
21490,CNRB0000162,27,360015121
21491,CNRB0000163,27,388015001
21492,CNRB0000164,27,400015087
21493,CNRB0000165,27,144015002
21494,CNRB0000166,27,143015002
21495,CNRB0000167,27,305015002
21496,CNRB0000168,27,282015014
21497,CNRB0000169,27,313015002
21498,CNRB0000170,27,400015016
21499,CNRB0000171,27,400015065
21500,CNRB0000172,27,400015052
21501,CNRB0000173,27,NA
21502,CNRB0000174,27,380015010
21503,CNRB0000175,27,NA
21504,CNRB0000176,27,380015011
21505,CNRB0000177,27,781015002
21506,CNRB0000178,27,575015014
21507,CNRB0000179,27,NA
21508,CNRB0000180,27,NA
21509,CNRB0000181,27,411015013
21510,CNRB0000182,27,851015102
21511,CNRB0000183,27,834015004
21512,CNRB0000184,27,831015005
21513,CNRB0000185,27,768015002
21514,CNRB0000186,27,713015202
21515,CNRB0000187,27,713015102
21516,CNRB0000188,27,713015002
21517,CNRB0000189,27,700015030
21518,CNRB0000190,27,721015102
21519,CNRB0000191,27,495015002
21520,CNRB0000192,27,282015010
21521,CNRB0000193,27,NA
21522,CNRB0000194,27,NA
21523,CNRB0000195,27,204015057
21524,CNRB0000196,27,207015157
21525,CNRB0000197,27,207015253
21526,CNRB0000198,27,281015002
21527,CNRB0000199,27,250015002
21528,CNRB0000200,27,133015002
21529,CNRB0000201,27,400015078
21530,CNRB0000202,27,400015079
21531,CNRB0000203,27,400015023
21532,CNRB0000204,27,400015029
21533,CNRB0000205,27,400015030
21534,CNRB0000206,27,400015068
21535,CNRB0000207,27,400015038
21536,CNRB0000208,27,400015041
21537,CNRB0000209,27,400015083
21538,CNRB0000210,27,400015045
21539,CNRB0000211,27,400015048
21540,CNRB0000212,27,400015086
21541,CNRB0000213,27,400015089
21542,CNRB0000214,27,400015025
21543,CNRB0000215,27,400015085
21544,CNRB0000216,27,400015077
21545,CNRB0000217,27,400015082
21546,CNRB0000218,27,400015081
21547,CNRB0000219,27,400015090
21548,CNRB0000220,27,411015011
21549,CNRB0000221,27,400015018
21550,CNRB0000222,27,424015001
21551,CNRB0000223,27,400015035
21552,CNRB0000224,27,400015067
21553,CNRB0000225,27,400015044
21554,CNRB0000226,27,400015049
21555,CNRB0000227,27,400015031
21556,CNRB0000228,27,400015075
21557,CNRB0000229,27,400015017
21558,CNRB0000230,27,400015088
21559,CNRB0000231,27,400015040
21560,CNRB0000232,27,400015004
21561,CNRB0000233,27,431015003
21562,CNRB0000234,27,431015101
21563,CNRB0000235,27,400015057
21564,CNRB0000236,27,400015027
21565,CNRB0000237,27,400015051
21566,CNRB0000238,27,400015014
21567,CNRB0000239,27,400015063
21568,CNRB0000240,27,422015002
21569,CNRB0000241,27,207015202
21570,CNRB0000242,27,207015254
21571,CNRB0000243,27,207015159
21572,CNRB0000244,27,204015053
21573,CNRB0000245,27,202015055
21574,CNRB0000246,27,204015001
21575,CNRB0000247,27,833015099
21576,CNRB0000248,27,670015202
21577,CNRB0000249,27,400015080
21578,CNRB0000251,27,826015002
21579,CNRB0000252,27,403015016
21580,CNRB0000253,27,700015021
21581,CNRB0000254,27,700015003
21582,CNRB0000255,27,400015084
21583,CNRB0000256,27,812015002
21584,CNRB0000257,27,823015002
21585,CNRB0000258,27,842015002
21586,CNRB0000259,27,411015016
21587,CNRB0000260,27,NA
21588,CNRB0000261,27,411015014
21589,CNRB0000262,27,NA
21590,CNRB0000263,27,411015015
21591,CNRB0000264,27,400015091
21592,CNRB0000265,27,NA
21593,CNRB0000266,27,400015074
21594,CNRB0000267,27,110015031
21595,CNRB0000268,27,110015032
21596,CNRB0000269,27,380015017
21597,CNRB0000270,27,110015010
21598,CNRB0000271,27,110015029
21599,CNRB0000272,27,110015026
21600,CNRB0000273,27,410015001
21601,CNRB0000274,27,410015153
21602,CNRB0000275,27,413015501
21603,CNRB0000276,27,413015003
21604,CNRB0000277,27,395015004
21605,CNRB0000278,27,500015034
21606,CNRB0000279,27,700015001
21607,CNRB0000280,27,380015013
21608,CNRB0000281,27,380015016
21609,CNRB0000282,27,NA
21610,CNRB0000283,27,753015198
21611,CNRB0000284,27,761015994
21612,CNRB0000285,27,844015101
21613,CNRB0000286,27,800015502
21614,CNRB0000287,27,801015002
21615,CNRB0000288,27,761015995
21616,CNRB0000289,27,491015002
21617,CNRB0000290,27,202015054
21618,CNRB0000291,27,282015011
21619,CNRB0000292,27,207015155
21620,CNRB0000293,27,207015156
21621,CNRB0000294,27,387015002
21622,CNRB0000295,27,474015001
21623,CNRB0000296,27,456015002
21624,CNRB0000297,27,470015001
21625,CNRB0000298,27,490015002
21626,CNRB0000299,27,422015004
21627,CNRB0000300,27,NA
21628,CNRB0000301,27,NA
21629,CNRB0000302,27,364015001
21630,CNRB0000303,27,700015008
21631,CNRB0000304,27,416015003
21632,CNRB0000305,27,440015003
21633,CNRB0000306,27,440015002
21634,CNRB0000307,27,110015014
21635,CNRB0000308,27,403015002
21636,CNRB0000309,27,411015004
21637,CNRB0000310,27,413015002
21638,CNRB0000311,27,403015020
21639,CNRB0000312,27,700015012
21640,CNRB0000313,27,110015003
21641,CNRB0000314,27,403015022
21642,CNRB0000315,27,700015022
21643,CNRB0000316,27,411015003
21644,CNRB0000317,27,380015003
21645,CNRB0000318,27,403015013
21646,CNRB0000319,27,NA
21647,CNRB0000320,27,NA
21648,CNRB0000321,27,403015014
21649,CNRB0000322,27,282015002
21650,CNRB0000323,27,700015019
21651,CNRB0000324,27,831015002
21652,CNRB0000325,27,NA
21653,CNRB0000326,27,403015004
21654,CNRB0000327,27,403015018
21655,CNRB0000328,27,753015002
21656,CNRB0000329,27,833015202
21657,CNRB0000330,27,110015108
21658,CNRB0000331,27,760015002
21659,CNRB0000332,27,403015012
21660,CNRB0000333,27,NA
21661,CNRB0000334,27,NA
21662,CNRB0000335,27,403015003
21663,CNRB0000336,27,395015002
21664,CNRB0000337,27,759015999
21665,CNRB0000338,27,676015102
21666,CNRB0000339,27,759015002
21667,CNRB0000340,27,759015998
21668,CNRB0000341,27,110015020
21669,CNRB0000342,27,403015017
21670,CNRB0000343,27,390015002
21671,CNRB0000344,27,700015007
21672,CNRB0000345,27,403015023
21673,CNRB0000346,27,110015013
21674,CNRB0000347,27,110015028
21675,CNRB0000348,27,110015024
21676,CNRB0000349,27,110015021
21677,CNRB0000350,27,110015011
21678,CNRB0000351,27,833015801
21679,CNRB0000352,27,800015002
21680,CNRB0000353,27,751015002
21681,CNRB0000354,27,283015096
21682,CNRB0000355,27,673015815
21683,CNRB0000356,27,207015098
21684,CNRB0000357,27,800015009
21685,CNRB0000358,27,673015816
21686,CNRB0000359,27,452015004
21687,CNRB0000360,27,462015002
21688,CNRB0000361,27,411015002
21689,CNRB0000362,27,302015002
21690,CNRB0000363,27,226015002
21691,CNRB0000364,27,202015002
21692,CNRB0000365,27,221015002
21693,CNRB0000366,27,244015002
21694,CNRB0000367,27,110015018
21695,CNRB0000368,27,563015988
21696,CNRB0000369,27,282015038
21697,CNRB0000370,27,207015154
21698,CNRB0000371,27,283015098
21699,CNRB0000372,27,207015102
21700,CNRB0000373,27,283015102
21701,CNRB0000374,27,283015502
21702,CNRB0000375,27,283015994
21703,CNRB0000376,27,802015102
21704,CNRB0000377,27,834015002
21705,CNRB0000378,27,NA
21706,CNRB0000379,27,282015004
21707,CNRB0000380,27,482015002
21708,CNRB0000381,27,492015002
21709,CNRB0000382,27,NA
21710,CNRB0000383,27,NA
21711,CNRB0000384,27,202015057
21712,CNRB0000385,27,NA
21713,CNRB0000386,27,361015001
21714,CNRB0000387,27,110015035
21715,CNRB0000388,27,NA
21716,CNRB0000389,27,110015019
21717,CNRB0000390,27,110015016
21718,CNRB0000391,27,110015033
21719,CNRB0000392,27,360015002
21720,CNRB0000393,27,141015003
21721,CNRB0000394,27,760015502
21722,CNRB0000395,27,769015002
21723,CNRB0000396,27,700015024
21724,CNRB0000397,27,700015004
21725,CNRB0000398,27,207015160
21726,CNRB0000399,27,207015161
21727,CNRB0000400,27,581015652
21728,CNRB0000401,27,560015997
21729,CNRB0000402,27,NA
21730,CNRB0000403,27,560015032
21731,CNRB0000404,27,NA
21732,CNRB0000405,27,560015010
21733,CNRB0000406,27,560015011
21734,CNRB0000407,27,560015017
21735,CNRB0000408,27,560015030
21736,CNRB0000409,27,560015072
21737,CNRB0000410,27,560015041
21738,CNRB0000411,27,560015047
21739,CNRB0000412,27,560015071
21740,CNRB0000413,27,560015058
21741,CNRB0000414,27,560015063
21742,CNRB0000415,27,560015019
21743,CNRB0000416,27,600015038
21744,CNRB0000417,27,560015066
21745,CNRB0000418,27,411015012
21746,CNRB0000419,27,560015015
21747,CNRB0000422,27,560015034
21748,CNRB0000423,27,NA
21749,CNRB0000424,27,560015036
21750,CNRB0000425,27,560015021
21751,CNRB0000426,27,560015129
21752,CNRB0000427,27,560015177
21753,CNRB0000428,27,560015004
21754,CNRB0000429,27,NA
21755,CNRB0000430,27,560015024
21756,CNRB0000431,27,560015014
21757,CNRB0000432,27,560015031
21758,CNRB0000433,27,560015174
21759,CNRB0000434,27,562015997
21760,CNRB0000435,27,560015043
21761,CNRB0000436,27,562015501
21762,CNRB0000437,27,560015093
21763,CNRB0000438,27,560015175
21764,CNRB0000439,27,560015092
21765,CNRB0000440,27,571015098
21766,CNRB0000441,27,577015976
21767,CNRB0000442,27,581015539
21768,CNRB0000443,27,572015997
21769,CNRB0000444,27,573015977
21770,CNRB0000445,27,560015141
21771,CNRB0000446,27,591015529
21772,CNRB0000447,27,585015197
21773,CNRB0000448,27,585015102
21774,CNRB0000449,27,577015705
21775,CNRB0000450,27,577015722
21776,CNRB0000451,27,577015706
21777,CNRB0000452,27,577015545
21778,CNRB0000453,27,577015546
21779,CNRB0000454,27,577015709
21780,CNRB0000455,27,571015990
21781,CNRB0000456,27,571015983
21782,CNRB0000457,27,581015540
21783,CNRB0000458,27,582015516
21784,CNRB0000459,27,585015094
21785,CNRB0000460,27,571015525
21786,CNRB0000461,27,571015968
21787,CNRB0000462,27,571015967
21788,CNRB0000463,27,571015966
21789,CNRB0000464,27,577015710
21790,CNRB0000465,27,577015573
21791,CNRB0000466,27,576015010
21792,CNRB0000467,27,572015999
21793,CNRB0000468,27,572015190
21794,CNRB0000469,27,560015001
21795,CNRB0000470,27,573015991
21796,CNRB0000471,27,560015027
21797,CNRB0000472,27,560015020
21798,CNRB0000473,27,560015016
21799,CNRB0000474,27,560015135
21800,CNRB0000475,27,560015176
21801,CNRB0000476,27,560015155
21802,CNRB0000477,27,562015987
21803,CNRB0000478,27,577015602
21804,CNRB0000479,27,577015502
21805,CNRB0000480,27,577015715
21806,CNRB0000481,27,563015986
21807,CNRB0000482,27,577015716
21808,CNRB0000483,27,577015549
21809,CNRB0000484,27,563015452
21810,CNRB0000485,27,563015502
21811,CNRB0000486,27,562015508
21812,CNRB0000487,27,562015002
21813,CNRB0000488,27,563015993
21814,CNRB0000489,27,563015524
21815,CNRB0000490,27,562015990
21816,CNRB0000491,27,581015541
21817,CNRB0000492,27,560015026
21818,CNRB0000493,27,563015990
21819,CNRB0000494,27,563015526
21820,CNRB0000495,27,563015527
21821,CNRB0000496,27,563015302
21822,CNRB0000497,27,562015984
21823,CNRB0000498,27,562015191
21824,CNRB0000499,27,562015514
21825,CNRB0000500,27,826015501
21826,CNRB0000501,27,582015509
21827,CNRB0000502,27,587015102
21828,CNRB0000503,27,577015210
21829,CNRB0000504,27,586015002
21830,CNRB0000505,27,590015002
21831,CNRB0000506,27,583015102
21832,CNRB0000507,27,577015102
21833,CNRB0000508,27,577015002
21834,CNRB0000509,27,580015302
21835,CNRB0000510,27,580015305
21836,CNRB0000511,27,582015002
21837,CNRB0000512,27,582015514
21838,CNRB0000513,27,585015002
21839,CNRB0000514,27,580015002
21840,CNRB0000515,27,581015202
21841,CNRB0000516,27,571015502
21842,CNRB0000517,27,571015152
21843,CNRB0000518,27,570015002
21844,CNRB0000519,27,584015002
21845,CNRB0000520,27,581015402
21846,CNRB0000521,27,577015202
21847,CNRB0000522,27,572015002
21848,CNRB0000523,27,585015202
21849,CNRB0000524,27,577015205
21850,CNRB0000525,27,573015503
21851,CNRB0000526,27,583015504
21852,CNRB0000527,27,572015524
21853,CNRB0000528,27,562015986
21854,CNRB0000529,27,571015996
21855,CNRB0000530,27,572015192
21856,CNRB0000531,27,573015302
21857,CNRB0000532,27,577015574
21858,CNRB0000533,27,572015191
21859,CNRB0000534,27,577015575
21860,CNRB0000535,27,591015534
21861,CNRB0000536,27,587015096
21862,CNRB0000537,27,583015202
21863,CNRB0000538,27,570015004
21864,CNRB0000539,27,563015102
21865,CNRB0000540,27,572015197
21866,CNRB0000541,27,591015535
21867,CNRB0000542,27,571015527
21868,CNRB0000543,27,571015976
21869,CNRB0000544,27,577015980
21870,CNRB0000545,27,584015996
21871,CNRB0000546,27,583015402
21872,CNRB0000547,27,583015302
21873,CNRB0000548,27,573015996
21874,CNRB0000549,27,573015981
21875,CNRB0000550,27,573015985
21876,CNRB0000551,27,573015978
21877,CNRB0000552,27,573015989
21878,CNRB0000553,27,577015970
21879,CNRB0000554,27,571015974
21880,CNRB0000555,27,570015023
21881,CNRB0000556,27,577015939
21882,CNRB0000557,27,NA
21883,CNRB0000558,27,590015004
21884,CNRB0000559,27,571015202
21885,CNRB0000560,27,577015576
21886,CNRB0000561,27,577015577
21887,CNRB0000562,27,577015979
21888,CNRB0000563,27,571015987
21889,CNRB0000564,27,581015542
21890,CNRB0000565,27,NA
21891,CNRB0000566,27,NA
21892,CNRB0000567,27,580015303
21893,CNRB0000568,27,581015102
21894,CNRB0000569,27,585015095
21895,CNRB0000570,27,582015510
21896,CNRB0000571,27,577015452
21897,CNRB0000572,27,577015711
21898,CNRB0000573,27,577015579
21899,CNRB0000574,27,577015402
21900,CNRB0000575,27,577015940
21901,CNRB0000576,27,577015580
21902,CNRB0000577,27,577015956
21903,CNRB0000578,27,577015712
21904,CNRB0000579,27,577015713
21905,CNRB0000580,27,577015949
