id,mas_ifsc_number,mas_ifsccode_bank_id,mas_ifsc_code_micr
33862,CORP0000713,190,560017051
33863,CORP0000714,190,560017047
33864,CORP0000715,190,560017075
33865,CORP0000716,190,627017005
33866,CORP0000718,190,573017052
33867,CORP0000719,190,570017501
33868,CORP0000720,190,571017532
33869,CORP0000721,190,NA
33870,CORP0000722,190,520017202
33871,CORP0000723,190,575017035
33872,CORP0000724,190,689017402
33873,CORP0000725,190,560017052
33874,CORP0000726,190,680017052
33875,CORP0000727,190,NA
33876,CORP0000728,190,691017052
33877,CORP0000729,190,700017019
33878,CORP0000730,190,700017018
33879,CORP0000732,190,575017018
33880,CORP0000733,190,576017009
33881,CORP0000734,190,302017005
33882,CORP0000735,190,301017050
33883,CORP0000736,190,248017003
33884,CORP0000737,190,400017056
33885,CORP0000738,190,249017002
33886,CORP0000739,190,411017009
33887,CORP0000743,190,500017016
33888,CORP0000744,190,560017054
33889,CORP0000746,190,560017055
33890,CORP0000747,190,560017056
33891,CORP0000750,190,400017058
33892,CORP0000751,190,560017058
33893,CORP0000752,190,560017062
33894,CORP0000753,190,629017002
33895,CORP0000759,190,572017202
33896,CORP0000760,190,NA
33897,CORP0000761,190,583017202
33898,CORP0000762,190,456017002
33899,CORP0000763,190,560017053
33900,CORP0000764,190,403017037
33901,CORP0000766,190,737017002
33902,CORP0000767,190,600017017
33903,CORP0000768,190,140017402
33904,CORP0000769,190,400017059
33905,CORP0000770,190,500017019
33906,CORP0000771,190,530017003
33907,CORP0000772,190,560017063
33908,CORP0000774,190,411017011
33909,CORP0000775,190,505017002
33910,CORP0000776,190,492017003
33911,CORP0000777,190,400017060
33912,CORP0000778,190,110017056
33913,CORP0000779,190,600017018
33914,CORP0000781,190,600017019
33915,CORP0000782,190,403017040
33916,CORP0000783,190,110017060
33917,CORP0000784,190,110017061
33918,CORP0000785,190,411017012
33919,CORP0000786,190,NA
33920,CORP0000787,190,577017532
33921,CORP0000792,190,203017002
33922,CORP0000793,190,110017062
33923,CORP0000795,190,247017402
33924,CORP0000796,190,575017021
33925,CORP0000797,190,560017067
33926,CORP0000798,190,560017069
33927,CORP0000799,190,560017066
33928,CORP0000800,190,560017068
33929,CORP0000801,190,127017002
33930,CORP0000802,190,415017051
33931,CORP0000803,190,496017001
33932,CORP0000804,190,247017702
33933,CORP0000805,190,600017024
33934,CORP0000806,190,600017021
33935,CORP0000807,190,160017005
33936,CORP0000816,190,403017033
33937,CORP0000817,190,600017023
33938,CORP0000829,190,400017061
33939,CORP0000830,190,132017602
33940,CORP0000831,190,132017302
33941,CORP0000833,190,110017067
33942,CORP0000836,190,152017502
33943,CORP0000837,190,560017071
33944,CORP0000838,190,110017068
33945,CORP0000839,190,760017002
33946,CORP0000840,190,380017015
33947,CORP0000841,190,110017070
33948,CORP0000842,190,110017069
33949,CORP0000847,190,284017002
33950,CORP0000848,190,247017302
33951,CORP0000849,190,110017075
33952,CORP0000850,190,384017051
33953,CORP0000851,190,110017072
33954,CORP0000852,190,160017006
33955,CORP0000860,190,110017074
33956,CORP0000861,190,147017202
33957,CORP0000864,190,600017027
33958,CORP0000865,190,384017081
33959,CORP0000866,190,560017072
33960,CORP0000867,190,560017073
33961,CORP0000869,190,NA
33962,CORP0000870,190,400017062
33963,CORP0000871,190,NA
33964,CORP0000872,190,400017065
33965,CORP0000873,190,641017010
33966,CORP0000874,190,781017002
33967,CORP0000875,190,495017302
33968,CORP0000876,190,638017004
33969,CORP0000878,190,NA
33970,CORP0000879,190,560017070
33971,CORP0000880,190,454017001
33972,CORP0000881,190,560017076
33973,CORP0000882,190,560017074
33974,CORP0000883,190,734017102
33975,CORP0000884,190,534017202
33976,CORP0000885,190,110017077
33977,CORP0000886,190,400017066
33978,CORP0000887,190,500017023
33979,CORP0000888,190,110017076
33980,CORP0000889,190,600017028
33981,CORP0000890,190,400017069
33982,CORP0000891,190,560017078
33983,CORP0000892,190,570017008
33984,CORP0000893,190,682017013
33985,CORP0000894,190,262017002
33986,CORP0000895,190,173017002
33987,CORP0000896,190,442017002
33988,CORP0000897,190,580017008
33989,CORP0000898,190,826017002
33990,CORP0000899,190,136017052
33991,CORP0000900,190,500017022
33992,CORP0000901,190,144017402
33993,CORP0000902,190,583017402
33994,CORP0000903,190,485017001
33995,CORP0000904,190,411017014
33996,CORP0000906,190,136017002
33997,CORP0000907,190,363017001
33998,CORP0000908,190,735017002
33999,CORP0000909,190,560017077
34000,CORP0000911,190,400017001
34001,CORP0000920,190,NA
34002,CORP0000923,190,560017923
34003,CORP0000925,190,NA
34004,CORP0000926,190,NA
34005,CORP0000931,190,NA
34006,CORP0000933,190,NA
34007,CORP0000937,190,NA
34008,CORP0000938,190,NA
34009,CORP0001010,190,152017002
34010,CORP0001011,190,414017001
34011,CORP0001012,190,793017002
34012,CORP0001013,190,NA
34013,CORP0001014,190,151017602
34014,CORP0001015,190,395017003
34015,CORP0001016,190,110017080
34016,CORP0001017,190,444017101
34017,CORP0001018,190,151017112
34018,CORP0001019,190,587017505
34019,CORP0001020,190,532017002
34020,CORP0001021,190,411017015
34021,CORP0001022,190,411017016
34022,CORP0001023,190,581017002
34023,CORP0001024,190,523017682
34024,CORP0001025,190,125017102
34025,CORP0001026,190,520017005
34026,CORP0001027,190,444017001
34027,CORP0001028,190,431017101
34028,CORP0001029,190,143017202
34029,CORP0001030,190,500017024
34030,CORP0001042,190,560017061
34031,CORP0001043,190,305017201
34032,CORP0001044,190,125017002
34033,CORP0001045,190,700017020
34034,CORP0001046,190,560017079
34035,CORP0001047,190,600017030
34036,CORP0001048,190,600017029
34037,CORP0001049,190,500017025
34038,CORP0001052,190,500017026
34039,CORP0001054,190,311017002
34040,CORP0001055,190,500017027
34041,CORP0001056,190,842017002
34042,CORP0001057,190,110017081
34043,CORP0001064,190,263017202
34044,CORP0001065,190,NA
34045,CORP0001066,190,226017010
34046,CORP0001080,190,110017082
34047,CORP0001081,190,110017083
34048,CORP0001082,190,571017602
34049,CORP0001083,190,500017028
34050,CORP0001084,190,575017026
34051,CORP0001085,190,605017003
34052,CORP0001086,190,NA
34053,CORP0001087,190,571017552
34054,CORP0001088,190,575017027
34055,CORP0001089,190,533017302
34056,CORP0001090,190,500017029
34057,CORP0001091,190,NA
34058,CORP0001092,190,462017005
34059,CORP0001093,190,641017013
34060,CORP0001094,190,400017068
34061,CORP0001095,190,570017502
34062,CORP0001096,190,NA
34063,CORP0001097,190,676017152
34064,CORP0001098,190,390017006
34065,CORP0001099,190,413017101
34066,CORP0001100,190,160017007
34067,CORP0001101,190,630017202
34068,CORP0001102,190,560017057
34069,CORP0001103,190,370017502
34070,CORP0001104,190,124017102
34071,CORP0001105,190,NA
34072,CORP0001106,190,440017004
34073,CORP0001107,190,612017003
34074,CORP0001108,190,623017002
34075,CORP0001109,190,638017005
34076,CORP0001110,190,600017031
34077,CORP0001111,190,635017302
34078,CORP0001112,190,500017030
34079,CORP0001113,190,562017501
34080,CORP0001115,190,281017002
34081,CORP0001118,190,274017002
34082,CORP0001120,190,422017003
34083,CORP0001124,190,622017002
34084,CORP0001125,190,143017102
34085,CORP0001126,190,NA
34086,CORP0001127,190,700017025
34087,CORP0001128,190,600017032
34088,CORP0001129,190,632017007
34089,CORP0001130,190,591017202
34090,CORP0001131,190,110017085
34091,CORP0001132,190,713017102
34092,CORP0001133,190,613017005
34093,CORP0001134,190,NA
34094,CORP0001135,190,600017033
34095,CORP0001136,190,827017002
34096,CORP0001137,190,400017070
34097,CORP0001138,190,626017002
34098,CORP0001139,190,110017090
34099,CORP0001140,190,625017012
34100,CORP0001141,190,NA
34101,CORP0001142,190,560017082
34102,CORP0001143,190,573017002
34103,CORP0001144,190,110017084
34104,CORP0001145,190,422017201
34105,CORP0001146,190,630017002
34106,CORP0001147,190,524017202
34107,CORP0001148,190,700017021
34108,CORP0001149,190,575017032
34109,CORP0001150,190,242017002
34110,CORP0001151,190,573017507
34111,CORP0001152,190,NA
34112,CORP0001153,190,562017002
34113,CORP0001154,190,473017002
34114,CORP0001155,190,575017037
34115,CORP0001156,190,395017004
34116,CORP0001157,190,NA
34117,CORP0001158,190,321017002
34118,CORP0001159,190,411017017
34119,CORP0001160,190,400017071
34120,CORP0001161,190,400017072
34121,CORP0001162,190,148017402
34122,CORP0001163,190,600017034
34123,CORP0001164,190,560017080
34124,CORP0001165,190,635017002
34125,CORP0001166,190,500017031
34126,CORP0001167,190,600017035
34127,CORP0001168,190,110017092
34128,CORP0001169,190,110017091
34129,CORP0001170,190,110017093
34130,CORP0001171,190,110017094
34131,CORP0001172,190,244017003
34132,CORP0001173,190,560017083
34133,CORP0001174,190,560017084
34134,CORP0001175,190,641017015
34135,CORP0001176,190,141017202
34136,CORP0001177,190,380017013
34137,CORP0001178,190,362017001
34138,CORP0001179,190,380017014
34139,CORP0001180,190,110017106
34140,CORP0001181,190,560017081
34141,CORP0001182,190,NA
34142,CORP0001187,190,396017051
34143,CORP0001191,190,570017001
34144,CORP0001192,190,NA
34145,CORP0001193,190,110017098
34146,CORP0001194,190,560017092
34147,CORP0001195,190,NA
34148,CORP0001196,190,148017002
34149,CORP0001197,190,625017007
34150,CORP0001198,190,611017002
34151,CORP0001199,190,575017033
34152,CORP0001200,190,575017034
34153,CORP0001201,190,125017202
34154,CORP0001202,190,145017002
34155,CORP0001203,190,144017003
34156,CORP0001204,190,583017302
34157,CORP0001205,190,461017002
34158,CORP0001206,190,457017002
34159,CORP0001207,190,491017001
34160,CORP0001208,190,458017001
34161,CORP0001209,190,455017002
34162,CORP0001210,190,403017043
34163,CORP0001211,190,600017037
34164,CORP0001212,190,600017036
34165,CORP0001213,190,600017038
34166,CORP0001214,190,411017019
34167,CORP0001215,190,411017020
34168,CORP0001216,190,411017018
34169,CORP0001218,190,NA
34170,CORP0001219,190,583017602
34171,CORP0001220,190,686017302
34172,CORP0001221,190,671017801
34173,CORP0001222,190,671017802
34174,CORP0001223,190,530017004
34175,CORP0001224,190,530017005
34176,CORP0001225,190,520017602
34177,CORP0001226,190,520017006
34178,CORP0001227,190,560017085
34179,CORP0001228,190,560017086
34180,CORP0001229,190,560017087
34181,CORP0001230,190,570017011
34182,CORP0001231,190,570017010
34183,CORP0001232,190,571017352
34184,CORP0001233,190,224017002
34185,CORP0001234,190,700017022
34186,CORP0001235,190,500017032
34187,CORP0001236,190,500017033
34188,CORP0001237,190,500017042
34189,CORP0001238,190,508017102
34190,CORP0001239,190,396017111
34191,CORP0001240,190,396017001
34192,CORP0001241,190,152017402
34193,CORP0001242,190,136017302
34194,CORP0001243,190,NA
34195,CORP0001244,190,110017099
34196,CORP0001245,190,121017452
34197,CORP0001246,190,110017100
34198,CORP0001247,190,110017105
34199,CORP0001248,190,110017102
34200,CORP0001249,190,110017103
34201,CORP0001250,190,110017104
34202,CORP0001251,190,393017051
34203,CORP0001252,190,392017001
34204,CORP0001253,190,385017031
34205,CORP0001254,190,383017001
34206,CORP0001255,190,403017044
34207,CORP0001256,190,110017115
34208,CORP0001257,190,110017116
34209,CORP0001258,190,508017002
34210,CORP0001259,190,141017003
34211,CORP0001261,190,173017102
34212,CORP0001262,190,505017102
34213,CORP0001263,190,629017102
34214,CORP0001264,190,123017102
34215,CORP0001265,190,803017002
34216,CORP0001266,190,823017002
34217,CORP0001267,190,825017002
34218,CORP0001268,190,174017202
34219,CORP0001269,190,327017002
34220,CORP0001270,190,560017089
34221,CORP0001271,190,127017052
34222,CORP0001272,190,742017501
34223,CORP0001273,190,306017002
34224,CORP0001274,190,226017009
34225,CORP0001275,190,486017001
34226,CORP0001276,190,261017002
34227,CORP0001277,190,263017002
34228,CORP0001278,190,600017039
34229,CORP0001279,190,415017352
34230,CORP0001280,190,312017002
34231,CORP0001281,190,208017005
34232,CORP0001282,190,NA
34233,CORP0001283,190,244017102
34234,CORP0001284,190,244017202
34235,CORP0001285,190,600017040
34236,CORP0001286,190,682017014
34237,CORP0001287,190,700017023
34238,CORP0001288,190,560017088
34239,CORP0001289,190,126017002
34240,CORP0001290,190,140017302
34241,CORP0001291,190,480017001
34242,CORP0001292,190,322017002
34243,CORP0001293,190,332017002
34244,CORP0001294,190,333017002
34245,CORP0001295,190,509017002
34246,CORP0001296,190,144017302
34247,CORP0001297,190,442017102
34248,CORP0001298,190,400017073
34249,CORP0001299,190,621017002
34250,CORP0001300,190,799017002
34251,CORP0001301,190,732017102
34252,CORP0001302,190,721017302
34253,CORP0001303,190,721017102
34254,CORP0001304,190,NA
34255,CORP0001305,190,590017010
34256,CORP0001306,190,636017006
34257,CORP0001307,190,500017034
34258,CORP0001308,190,600017041
34259,CORP0001309,190,632017008
34260,CORP0001310,190,110017108
34261,CORP0001311,190,110017107
34262,CORP0001312,190,110017109
34263,CORP0001313,190,110017110
34264,CORP0001314,190,335017003
34265,CORP0001315,190,495017251
34266,CORP0001316,190,483017002
34267,CORP0001317,190,331017002
34268,CORP0001318,190,491017101
34269,CORP0001319,190,581017525
34270,CORP0001320,190,577017534
34271,CORP0001321,190,560017090
34272,CORP0001322,190,682017015
34273,CORP0001323,190,695017006
34274,CORP0001324,190,396017031
34275,CORP0001325,190,532017152
34276,CORP0001326,190,NA
34277,CORP0001327,190,NA
34278,CORP0001328,190,403017045
34279,CORP0001329,190,571017052
34280,CORP0001330,190,571017402
34281,CORP0001331,190,570017012
34282,CORP0001332,190,NA
34283,CORP0001333,190,NA
34284,CORP0001334,190,NA
34285,CORP0001335,190,NA
34286,CORP0001336,190,NA
34287,CORP0001337,190,NA
34288,CORP0001338,190,NA
34289,CORP0001339,190,NA
34290,CORP0001340,190,NA
34291,CORP0001341,190,NA
34292,CORP0001342,190,NA
34293,CORP0001343,190,NA
34294,CORP0001344,190,229017002
34295,CORP0001345,190,227017002
34296,CORP0001346,190,NA
34297,CORP0001347,190,229017003
34298,CORP0001348,190,343017002
34299,CORP0001349,190,341017002
34300,CORP0001350,190,494017101
34301,CORP0001351,190,493017101
34302,CORP0001352,190,700017024
34303,CORP0001353,190,786017002
34304,CORP0001354,190,786017202
34305,CORP0001355,190,785017202
34306,CORP0001356,190,846017002
34307,CORP0001357,190,NA
34308,CORP0001358,190,284017202
34309,CORP0001359,190,632017202
34310,CORP0001360,190,731017601
34311,CORP0001361,190,632017009
34312,CORP0001363,190,380017016
34313,CORP0001364,190,361017002
34314,CORP0001365,190,395017005
34315,CORP0001366,190,380017017
34316,CORP0001367,190,396017131
34317,CORP0001368,190,389017041
34318,CORP0001369,190,395017006
34319,CORP0001370,190,364017071
34320,CORP0001371,190,388017504
34321,CORP0001372,190,382017041
34322,CORP0001373,190,560017091
34323,CORP0001374,190,560017093
34324,CORP0001375,190,562017503
34325,CORP0001376,190,572017501
34326,CORP0001378,190,622017003
34327,CORP0001379,190,641017016
34328,CORP0001380,190,638017009
34329,CORP0001382,190,110017112
34330,CORP0001383,190,110017111
34331,CORP0001384,190,110017113
34332,CORP0001385,190,577017538
34333,CORP0001386,190,508017502
34334,CORP0001387,190,500017035
34335,CORP0001388,190,500017037
34336,CORP0001389,190,503017102
34337,CORP0001390,190,502017102
34338,CORP0001391,190,NA
34339,CORP0001392,190,575017039
34340,CORP0001393,190,575017503
34341,CORP0001394,190,NA
34342,CORP0001395,190,535017102
34343,CORP0001396,190,NA
34344,CORP0001397,190,535017722
34345,CORP0001399,190,411017027
34346,CORP0001400,190,411017021
34347,CORP0001401,190,411017022
34348,CORP0001402,190,411017501
34349,CORP0001403,190,411017025
34350,CORP0001404,190,411017024
34351,CORP0001405,190,NA
34352,CORP0001406,190,411017023
34353,CORP0001407,190,453017001
34354,CORP0001408,190,NA
34355,CORP0001409,190,335017502
34356,CORP0001410,190,493017151
34357,CORP0001411,190,322017201
34358,CORP0001412,190,491017201
34359,CORP0001413,190,462017006
34360,CORP0001414,190,461017301
34361,CORP0001416,190,NA
34362,CORP0001417,190,NA
34363,CORP0001418,190,177017002
34364,CORP0001419,190,160017009
34365,CORP0001420,190,133017003
34366,CORP0001421,190,143017602
34367,CORP0001422,190,126017202
34368,CORP0001424,190,400017074
34369,CORP0001425,190,695017007
34370,CORP0001426,190,673017202
34371,CORP0001427,190,690017801
34372,CORP0001428,190,683017052
34373,CORP0001429,190,689017252
34374,CORP0001430,190,685017002
34375,CORP0001432,190,751017006
34376,CORP0001433,190,759017102
34377,CORP0001434,190,755017102
34378,CORP0001435,190,731017501
34379,CORP0001436,190,788017002
34380,CORP0001437,190,NA
34381,CORP0001438,190,804017501
34382,CORP0001440,190,NA
34383,CORP0001441,190,224017102
34384,CORP0001442,190,272017202
34385,CORP0001443,190,NA
34386,CORP0001444,190,226017013
34387,CORP0001445,190,250017102
34388,CORP0001446,190,517017702
34389,CORP0001447,190,700017026
34390,CORP0001448,190,721017202
34391,CORP0001449,190,NA
34392,CORP0001450,190,768017002
34393,CORP0001451,190,144017004
34394,CORP0001452,190,160017008
34395,CORP0001453,190,NA
34396,CORP0001454,190,NA
34397,CORP0001455,190,227017202
34398,CORP0001456,190,226017012
34399,CORP0001457,190,NA
34400,CORP0001458,190,221017003
34401,CORP0001459,190,NA
34402,CORP0001460,190,575017038
34403,CORP0001461,190,571017534
34404,CORP0001462,190,388017503
34405,CORP0001463,190,173017052
34406,CORP0001464,190,423017302
34407,CORP0001465,190,400017075
34408,CORP0001466,190,400017076
34409,CORP0001467,190,400017067
34410,CORP0001468,190,400017077
34411,CORP0001469,190,400017078
34412,CORP0001470,190,400017079
34413,CORP0001471,190,160017011
34414,CORP0001472,190,176017152
34415,CORP0001473,190,175017102
34416,CORP0001474,190,110017114
34417,CORP0001475,190,400017080
34418,CORP0001476,190,160017010
34419,CORP0001477,190,160017012
34420,CORP0001478,190,NA
34421,CORP0001479,190,110017117
34422,CORP0001480,190,110017120
34423,CORP0001481,190,388017506
34424,CORP0001482,190,NA
34425,CORP0001483,190,NA
34426,CORP0001484,190,700017027
34427,CORP0001485,190,700017028
34428,CORP0001486,190,500017036
34429,CORP0001487,190,388017171
34430,CORP0001488,190,388017505
34431,CORP0001489,190,110017118
34432,CORP0001490,190,110017119
34433,CORP0001491,190,580017009
34434,CORP0001492,190,590017007
34435,CORP0001493,190,414017002
34436,CORP0001494,190,411017026
34437,CORP0001495,190,380017018
34438,CORP0001496,190,571017537
34439,CORP0001497,190,571017536
34440,CORP0001498,190,571017535
34441,CORP0001499,190,571017538
34442,CORP0001500,190,641017018
34443,CORP0001501,190,NA
34444,CORP0001502,190,NA
34445,CORP0001503,190,600017042
34446,CORP0001504,190,673017004
34447,CORP0001505,190,303017201
34448,CORP0001506,190,641017019
34449,CORP0001507,190,NA
34450,CORP0001508,190,700017029
34451,CORP0001509,190,636017014
34452,CORP0001510,190,577017152
34453,CORP0001511,190,400017081
34454,CORP0001512,190,416017501
34455,CORP0001513,190,635017003
34456,CORP0001514,190,175017103
34457,CORP0001515,190,160017015
34458,CORP0001516,190,NA
34459,CORP0001517,190,638017008
34460,CORP0001518,190,160017013
34461,CORP0001519,190,160017014
34462,CORP0001520,190,226017018
34463,CORP0001521,190,226017015
34464,CORP0001522,190,226017016
34465,CORP0001523,190,226017017
34466,CORP0001524,190,453017501
34467,CORP0001525,190,800017004
34468,CORP0001526,190,800017003
34469,CORP0001527,190,571017539
34470,CORP0001528,190,110017121
34471,CORP0001529,190,520017007
34472,CORP0001530,190,NA
34473,CORP0001531,190,NA
34474,CORP0001532,190,403017046
34475,CORP0001533,190,NA
34476,CORP0001534,190,NA
34477,CORP0001535,190,800017005
34478,CORP0001536,190,NA
34479,CORP0001537,190,NA
34480,CORP0001538,190,110017122
34481,CORP0001539,190,307017002
34482,CORP0001540,190,110017123
34483,CORP0001541,190,560017094
34484,CORP0001542,190,NA
34485,CORP0001543,190,416017153
34486,CORP0001544,190,462017007
34487,CORP0001545,190,641017020
34488,CORP0001546,190,503017003
34489,CORP0001547,190,NA
34490,CORP0001548,190,NA
34491,CORP0001549,190,500017038
34492,CORP0001550,190,590017009
34493,CORP0001551,190,303017002
34494,CORP0001552,190,326017002
34495,CORP0001553,190,636017015
34496,CORP0001554,190,134017002
34497,CORP0001555,190,614017002
34498,CORP0001556,190,261017003
34499,CORP0001557,190,413017376
34500,CORP0001558,190,175017002
34501,CORP0001559,190,415017201
34502,CORP0001560,190,590017008
34503,CORP0001561,190,591017526
34504,CORP0001562,190,NA
34505,CORP0001563,190,303017501
34506,CORP0001564,190,627017006
34507,CORP0001565,190,638017010
34508,CORP0001566,190,230017002
34509,CORP0001567,190,205017102
34510,CORP0001568,190,NA
34511,CORP0001569,190,361017003
34512,CORP0001570,190,NA
34513,CORP0001571,190,600017043
34514,CORP0001572,190,NA
34515,CORP0001573,190,110017124
34516,CORP0001574,190,203017202
34517,CORP0001575,190,682017016
34518,CORP0001576,190,400017082
34519,CORP0001577,190,518017102
34520,CORP0001578,190,393017001
34521,CORP0001579,190,422017501
34522,CORP0001580,190,500017039
34523,CORP0001581,190,754017002
34524,CORP0001582,190,390017007
34525,CORP0001583,190,NA
34526,CORP0001584,190,605017012
34527,CORP0001585,190,392017051
34528,CORP0001586,190,571017102
34529,CORP0001587,190,834017004
34530,CORP0001588,190,851017102
34531,CORP0001589,190,388017151
34532,CORP0001590,190,590017528
34533,CORP0001591,190,591017527
34534,CORP0001592,190,591017530
34535,CORP0001593,190,516017622
34536,CORP0001594,190,676017003
34537,CORP0001595,190,365017001
34538,CORP0001596,190,388017051
34539,CORP0001597,190,233017002
34540,CORP0001598,190,389017021
34541,CORP0001599,190,563017302
34542,CORP0001600,190,221017102
34543,CORP0001601,190,575017040
34544,CORP0001602,190,560017095
34545,CORP0001603,190,110017125
34546,CORP0001604,190,110017126
34547,CORP0001605,190,NA
34548,CORP0001606,190,148017202
34549,CORP0001607,190,576017017
34550,CORP0001608,190,503017202
34551,CORP0001609,190,NA
34552,CORP0001610,190,NA
34553,CORP0001611,190,NA
34554,CORP0001612,190,572017172
34555,CORP0001613,190,534017302
34556,CORP0001614,190,NA
34557,CORP0001615,190,NA
34558,CORP0001616,190,249017102
34559,CORP0001617,190,263017102
34560,CORP0001618,190,500017040
34561,CORP0001619,190,NA
34562,CORP0001620,190,NA
34563,CORP0001621,190,226017021
34564,CORP0001622,190,394017071
34565,CORP0001623,190,700017030
34566,CORP0001624,190,690017102
34567,CORP0001625,190,580017503
34568,CORP0001626,190,690017052
34569,CORP0001627,190,452017004
34570,CORP0001628,190,576017509
34571,CORP0001629,190,NA
34572,CORP0001630,190,141017004
34573,CORP0001631,190,244017302
34574,CORP0001632,190,262017202
34575,CORP0001633,190,713017601
34576,CORP0001634,190,226017023
34577,CORP0001635,190,673017005
34578,CORP0001636,190,814017102
34579,CORP0001637,190,123017152
34580,CORP0001638,190,576017510
34581,CORP0001639,190,144017502
34582,CORP0001640,190,678017004
34583,CORP0001641,190,110017128
34584,CORP0001642,190,148017003
34585,CORP0001643,190,800017501
34586,CORP0001644,190,520017742
34587,CORP0001645,190,NA
34588,CORP0001646,190,226017020
34589,CORP0001647,190,110017127
34590,CORP0001648,190,380017019
34591,CORP0001649,190,226017019
34592,CORP0001650,190,226017022
34593,CORP0001651,190,520017008
34594,CORP0001652,190,400017083
34595,CORP0001653,190,855017002
34596,CORP0001654,190,323017002
34597,CORP0001655,190,NA
34598,CORP0001656,190,NA
34599,CORP0001657,190,424017002
34600,CORP0001658,190,360017006
34601,CORP0001659,190,575017041
34602,CORP0001660,190,123017052
34603,CORP0001661,190,NA
34604,CORP0001662,190,641017021
34605,CORP0001663,190,403017047
34606,CORP0001664,190,NA
34607,CORP0001665,190,591017531
34608,CORP0001666,190,305017027
34609,CORP0001667,190,416017154
34610,CORP0001668,190,110017129
34611,CORP0001669,190,133017004
34612,CORP0001670,190,520017104
34613,CORP0001671,190,228017002
34614,CORP0001672,190,322017025
34615,CORP0001673,190,NA
34616,CORP0001674,190,NA
34617,CORP0001675,190,411017028
34618,CORP0001676,190,462017008
34619,CORP0001677,190,627017007
34620,CORP0001678,190,560017096
34621,CORP0001679,190,411017029
34622,CORP0001680,190,638017011
34623,CORP0001681,190,736017002
34624,CORP0001682,190,422017004
34625,CORP0001683,190,636017019
34626,CORP0001684,190,383017051
34627,CORP0001685,190,854017102
34628,CORP0001686,190,812017002
34629,CORP0001687,190,751017007
34630,CORP0001688,190,110017131
34631,CORP0001689,190,380017020
34632,CORP0001690,190,462017009
34633,CORP0001691,190,390017009
34634,CORP0001692,190,NA
34635,CORP0001693,190,585017602
34636,CORP0001694,190,584017202
34637,CORP0001695,190,586017502
34638,CORP0001696,190,584017501
34639,CORP0001697,190,584017503
34640,CORP0001698,190,591017532
34641,CORP0001699,190,241017052
34642,CORP0001700,190,276017202
34643,CORP0001701,190,NA
34644,CORP0001702,190,272017002
34645,CORP0001703,190,110017132
34646,CORP0001704,190,560017097
34647,CORP0001705,190,576017512
34648,CORP0001706,190,785017002
34649,CORP0001707,190,576017513
34650,CORP0001708,190,577017535
34651,CORP0001709,190,576017514
34652,CORP0001710,190,390017010
34653,CORP0001711,190,390017008
34654,CORP0001712,190,226017025
34655,CORP0001713,190,132017152
34656,CORP0001714,190,800017006
34657,CORP0001716,190,572017302
34658,CORP0001717,190,110017133
34659,CORP0001718,190,591017102
34660,CORP0001719,190,509017352
34661,CORP0001720,190,271017002
34662,CORP0001721,190,241017002
34663,CORP0001722,190,276017002
34664,CORP0001723,190,226017024
34665,CORP0001724,190,831017003
34666,CORP0001725,190,110017130
34667,CORP0001726,190,587017506
34668,CORP0001727,190,NA
34669,CORP0001728,190,282017005
34670,CORP0001729,190,493017201
34671,CORP0001730,190,493017001
34672,CORP0001731,190,508017302
34673,CORP0001732,190,520017702
34674,CORP0001733,190,680017005
34675,CORP0001734,190,500017041
34676,CORP0001735,190,263017502
34677,CORP0001736,190,326017025
34678,CORP0001737,190,686017726
34679,CORP0001738,190,384017101
34680,CORP0001739,190,384017121
34681,CORP0001740,190,396017091
34682,CORP0001741,190,360017101
34683,CORP0001742,190,388017071
34684,CORP0001743,190,387017501
34685,CORP0001744,190,125017252
34686,CORP0001745,190,464017051
34687,CORP0001746,190,282017004
34688,CORP0001747,190,389017061
34689,CORP0001748,190,584017502
34690,CORP0001749,190,248017004
34691,CORP0001750,190,522017502
34692,CORP0001751,190,NA
34693,CORP0001752,190,211017004
34694,CORP0001753,190,206017202
34695,CORP0001754,190,180017003
34696,CORP0001755,190,583017504
34697,CORP0001756,190,473017076
34698,CORP0001757,190,576017515
34699,CORP0001758,190,755017202
34700,CORP0001759,190,NA
34701,CORP0001760,190,110017134
34702,CORP0001761,190,110017135
34703,CORP0001762,190,262017302
34704,CORP0001763,190,577017536
34705,CORP0001764,190,614017102
34706,CORP0001765,190,581017524
34707,CORP0001766,190,208017006
34708,CORP0001767,190,741017102
34709,CORP0001768,190,470017101
34710,CORP0001769,190,226017026
34711,CORP0001770,190,313017025
34712,CORP0001772,190,140017102
34713,CORP0001773,190,132017252
34714,CORP0001774,190,682017019
34715,CORP0001775,190,142017102
34716,CORP0001776,190,753017005
34717,CORP0001777,190,NA
34718,CORP0001778,190,585017202
34719,CORP0001779,190,460017001
34720,CORP0001780,190,461017101
34721,CORP0001781,190,131017002
34722,CORP0001782,190,152017252
34723,CORP0001783,190,147017102
34724,CORP0001784,190,NA
34725,CORP0001785,190,394017501
34726,CORP0001786,190,391017501
34727,CORP0001787,190,571017452
34728,CORP0001788,190,147017152
34729,CORP0001789,190,141017252
34730,CORP0001790,190,670017152
34731,CORP0001791,190,671017053
34732,CORP0001792,190,383017031
34733,CORP0001793,190,782017102
34734,CORP0001794,190,160017016
34735,CORP0001795,190,148017252
34736,CORP0001796,190,110017138
34737,CORP0001797,190,132017352
34738,CORP0001798,190,123017053
34739,CORP0001799,190,123017202
34740,CORP0001800,190,126017052
