id,mas_ifsc_number,mas_ifsc_bank_id,mas_ifsc_branch_id,mas_ifsc_code_micr,mas_ifsc_status_id,created_at,updated_at,error_reason
47251,IBKL0000556,57,47251,492259003,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
47252,IBKL0000557,57,47252,WAITING,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
47261,IBKL0000566,57,47261,580259003,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
47266,IBKL0000571,57,47266,400259044,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
47274,IBKL0000579,57,47274,400259037,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
47296,IBKL0000601,57,47296,400259043,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
47314,IBKL0000619,57,47314,400259051,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
47337,IBKL0000643,57,47337,462259004,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
47343,IBKL0000649,57,47343,400259058,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
47344,IBKL0000650,57,47344,400259059,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
47354,IBKL0000660,57,47354,400259062,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
47360,IBKL0000666,57,47360,416259010,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
47372,IBKL0000678,57,47372,411259020,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
47602,IBKL0000937,57,47602,403259005,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
47648,IBKL0001008,57,47648,110259052,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
47670,IBKL0001030,57,47670,388259002,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
47820,IBKL0001181,57,47820,226259009,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
47821,IBKL0001182,57,47821,WAITING,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
47831,IBKL0001192,57,47831,WAITING,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
47998,IBKL0001360,57,47998,NA,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48015,IBKL0001377,57,48015,843259102,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48024,IBKL0001388,57,48024,WAITING,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48051,IBKL0001415,57,48051,WAITING,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48079,IBKL0001443,57,48079,440259503,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48268,IBKL0001638,57,48268,506259003,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48316,IBKL0001689,57,48316,WAITING,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48330,IBKL0001705,57,48330,492259013,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48435,IBKL0001825,57,48435,WAITING,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48466,IBKL0001870,57,48466,NA,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48544,IBKL0009006,57,48544,NA,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48583,IBKL0042KC7,57,48583,751259257,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48587,IBKL0046T02,57,48587,695180202,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48588,IBKL0046T03,57,48588,695180152,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48589,IBKL0046T04,57,48589,695180801,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48590,IBKL0046T05,57,48590,695180005,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48591,IBKL0046T06,57,48591,695180032,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48592,IBKL0046T07,57,48592,695180035,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48593,IBKL0046T08,57,48593,695180004,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48594,IBKL0046T09,57,48594,695180252,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48595,IBKL0046T10,57,48595,695180021,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48596,IBKL0046T11,57,48596,695180007,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48597,IBKL0046T12,57,48597,695180802,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48598,IBKL0046T13,57,48598,695180030,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48599,IBKL0046T14,57,48599,695180102,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48600,IBKL0046T15,57,48600,695180002,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48601,IBKL0046T16,57,48601,695180028,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48602,IBKL0046T17,57,48602,695180302,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48603,IBKL0046T18,57,48603,695180803,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48604,IBKL0046T19,57,48604,695180804,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48605,IBKL0046T20,57,48605,695180020,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48606,IBKL0046T21,57,48606,695180025,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48607,IBKL0046T22,57,48607,695180026,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48608,IBKL0046T23,57,48608,695180006,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48609,IBKL0046T24,57,48609,695180805,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48610,IBKL0046T25,57,48610,695180013,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48611,IBKL0046T26,57,48611,695180806,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48612,IBKL0046T27,57,48612,695180807,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48613,IBKL0046T28,57,48613,695180003,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48614,IBKL0046T29,57,48614,695180008,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48615,IBKL0046T30,57,48615,695180009,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48616,IBKL0046T31,57,48616,695180203,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48617,IBKL0046T32,57,48617,695180153,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48618,IBKL0046T33,57,48618,695180053,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48619,IBKL0046T34,57,48619,695180011,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48620,IBKL0046T35,57,48620,695180038,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48621,IBKL0046T36,57,48621,695180010,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48622,IBKL0046T37,57,48622,695180808,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48623,IBKL0046T38,57,48623,695180809,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48624,IBKL0046T39,57,48624,695180027,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48625,IBKL0046T40,57,48625,695180034,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48626,IBKL0046T41,57,48626,695180810,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48627,IBKL0046T42,57,48627,695180012,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48628,IBKL0046T43,57,48628,695180014,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48629,IBKL0046T44,57,48629,695180015,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48630,IBKL0046T45,57,48630,695180016,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48631,IBKL0046T46,57,48631,695180811,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48632,IBKL0046T47,57,48632,695180253,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48633,IBKL0046T48,57,48633,695180254,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48634,IBKL0046T49,57,48634,695180029,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48635,IBKL0046T50,57,48635,695180017,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48636,IBKL0046T51,57,48636,695180,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48637,IBKL0046T52,57,48637,695180812,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48638,IBKL0046T53,57,48638,695180813,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48639,IBKL0046T54,57,48639,695180018,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48640,IBKL0046T55,57,48640,695180033,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48641,IBKL0046T56,57,48641,695180814,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48642,IBKL0046T57,57,48642,695180019,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48643,IBKL0046T58,57,48643,695180815,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48644,IBKL0046T59,57,48644,695180022,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48645,IBKL0046T60,57,48645,695180255,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48646,IBKL0046T61,57,48646,695180816,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48647,IBKL0046T62,57,48647,695180817,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48648,IBKL0046T63,57,48648,695180023,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48649,IBKL0046T64,57,48649,695180031,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48650,IBKL0046T65,57,48650,695180818,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48651,IBKL0046T66,57,48651,695180819,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48652,IBKL0046T67,57,48652,695180820,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48653,IBKL0046T68,57,48653,695180821,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48654,IBKL0046T69,57,48654,695180822,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48655,IBKL0046T70,57,48655,695180036,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48656,IBKL0046T71,57,48656,695180823,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48657,IBKL0046T72,57,48657,695180037,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48658,IBKL0046T73,57,48658,695180024,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48664,IBKL0068GP2,57,48664,396802051,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48665,IBKL0068GP3,57,48665,396802091,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48713,IBKL0089G02,57,48713,520826002,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48733,IBKL0103902,57,48733,583801203,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48734,IBKL0103903,57,48734,583801204,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48735,IBKL0103904,57,48735,583801102,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48736,IBKL0103905,57,48736,583801103,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48737,IBKL0103906,57,48737,583801104,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48738,IBKL0103907,57,48738,583801105,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48739,IBKL0103908,57,48739,583801602,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48740,IBKL0103909,57,48740,583801501,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48741,IBKL0103910,57,48741,583801502,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48742,IBKL0103911,57,48742,583801503,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48743,IBKL0103912,57,48743,583801504,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48744,IBKL0103913,57,48744,583801505,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48745,IBKL0103914,57,48745,583801506,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48746,IBKL0103915,57,48746,583801507,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48747,IBKL0103916,57,48747,583801508,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48748,IBKL0103917,57,48748,583801509,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48749,IBKL0103918,57,48749,583801510,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48750,IBKL0103919,57,48750,583801511,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48751,IBKL0103920,57,48751,583801512,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48752,IBKL0103921,57,48752,583801513,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48753,IBKL0103922,57,48753,583801514,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48754,IBKL0103923,57,48754,583801515,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48755,IBKL0103924,57,48755,583801516,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48758,IBKL01058M2,57,48758,686824253,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48759,IBKL01058M3,57,48759,686824254,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48760,IBKL01058M4,57,48760,686824255,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48761,IBKL01058M5,57,48761,686824732,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48762,IBKL01058M6,57,48762,686824452,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48763,IBKL01058M7,57,48763,686824256,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48817,IBKL01365B2,57,48817,673854303,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48821,IBKL0158S02,57,48821,793622003,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48822,IBKL0158S03,57,48822,793622004,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48829,IBKL01642C2,57,48829,360471003,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48830,IBKL01642C3,57,48830,360471081,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48831,IBKL01642C4,57,48831,360471004,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48832,IBKL01642C5,57,48832,360471005,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48833,IBKL01642C6,57,48833,363471021,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48834,IBKL01642C7,57,48834,364471002,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48835,IBKL01642C8,57,48835,NA,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48836,IBKL01642C9,57,48836,NA,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48840,IBKL0186MC2,57,48840,576259254,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48841,IBKL0186MC3,57,48841,576259255,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48842,IBKL0186MC4,57,48842,575259260,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48843,IBKL0186MC5,57,48843,575259261,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48845,IBKL0186T01,57,48845,576259252,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48846,IBKL0186T02,57,48846,575259256,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48847,IBKL0186T03,57,48847,575259259,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48848,IBKL0186T04,57,48848,576259256,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48849,IBKL0186T05,57,48849,574478302,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48850,IBKL0186T06,57,48850,575259257,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48851,IBKL0186T07,57,48851,575259255,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48852,IBKL0186T08,57,48852,575259258,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48853,IBKL0186T09,57,48853,576259257,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48854,IBKL0186T10,57,48854,575259254,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48882,IBKL0340K02,57,48882,670800003,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48883,IBKL0340K03,57,48883,670800004,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48884,IBKL0340K04,57,48884,670800005,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48885,IBKL0340K05,57,48885,670800006,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48886,IBKL0340K06,57,48886,670800007,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48887,IBKL0340K07,57,48887,670800008,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48888,IBKL0340K08,57,48888,670800009,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48889,IBKL0340K09,57,48889,670800010,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48890,IBKL0340K10,57,48890,670800011,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48891,IBKL0340K11,57,48891,670800012,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48892,IBKL0340K12,57,48892,670800013,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48893,IBKL0340K13,57,48893,670800014,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48894,IBKL0340K14,57,48894,670800015,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48895,IBKL0340K15,57,48895,670800016,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48896,IBKL0340K16,57,48896,670800052,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48897,IBKL0340K17,57,48897,670800053,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48898,IBKL0340K18,57,48898,670800054,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48899,IBKL0340K19,57,48899,670800102,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48900,IBKL0340K20,57,48900,670800103,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48901,IBKL0340K21,57,48901,671800104,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48902,IBKL0340K22,57,48902,670800105,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48903,IBKL0340K23,57,48903,672800106,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48904,IBKL0340K24,57,48904,670800107,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48905,IBKL0340K25,57,48905,673800108,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48906,IBKL0340K26,57,48906,670800109,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48907,IBKL0340K27,57,48907,670800110,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48908,IBKL0340K28,57,48908,670800111,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48909,IBKL0340K29,57,48909,670800112,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48910,IBKL0340K30,57,48910,670800152,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48911,IBKL0340K31,57,48911,670800153,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48912,IBKL0340K32,57,48912,670800154,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48913,IBKL0340K33,57,48913,670800155,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48914,IBKL0340K34,57,48914,670800156,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48915,IBKL0340K35,57,48915,670800157,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48916,IBKL0340K36,57,48916,670800158,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48917,IBKL0340K37,57,48917,670800801,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48918,IBKL0340K38,57,48918,670800802,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48919,IBKL0340K39,57,48919,671800803,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48920,IBKL0340K40,57,48920,671800804,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48921,IBKL0340K41,57,48921,672800805,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48922,IBKL0340K42,57,48922,672800806,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48923,IBKL0340K43,57,48923,673800807,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48924,IBKL0340K44,57,48924,673800808,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48925,IBKL0340K45,57,48925,674800809,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48926,IBKL0340K46,57,48926,674800810,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48927,IBKL0340K47,57,48927,675800811,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48928,IBKL0340K48,57,48928,673800052,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48929,IBKL0340K49,57,48929,676800812,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48930,IBKL0340K50,57,48930,676800813,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48931,IBKL0340K51,57,48931,WAITING,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48932,IBKL0340K52,57,48932,WAITING,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48933,IBKL0340K53,57,48933,WAITING,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48935,IBKL0340KU2,57,48935,670801003,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48936,IBKL0340KU3,57,48936,670801004,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48937,IBKL0340KU4,57,48937,670801005,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48939,IBKL0340NCU,57,48939,671860052,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48955,IBKL042KC10,57,48955,NA,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48956,IBKL042KC11,57,48956,NA,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48957,IBKL042KC12,57,48957,NA,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48958,IBKL042KC13,57,48958,NA,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
48959,IBKL042KC14,57,48959,NA,1,"17/01/26 10:14","17/01/26 10:14","Invalid FK (bank_id or branch_id)"
