"id","examiner_details_basic_details_id","examiner_details_qualification_details_id","examiner_details_type","examiner_details_year_id","examiner_details_month_id","examiner_details_recognition_date","examiner_details_rank","examiner_details_status_id","created_at","updated_at","created_by","updated_by"
2960,7330,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2961,5059,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2962,5148,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2963,32218,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2964,41850,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2965,1046,2,1,,,,99,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2966,838,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2967,27568,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2968,5064,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2969,42148,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2970,51862,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2971,38661,3,1,,,,,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2972,41529,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2973,47161,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2974,39545,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2975,50007,3,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2976,50008,3,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2977,47104,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2978,47020,2,1,,,,99,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2979,36548,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2980,33273,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2981,47091,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2982,37321,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2983,12411,2,1,,,,99,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2984,38078,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2985,41748,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2986,36767,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2987,36646,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2988,43177,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2989,36884,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2990,35942,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2991,27692,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2992,12142,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2993,37596,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2994,41231,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2995,8724,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2996,8709,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2997,8749,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2998,8338,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
2999,50009,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3000,9184,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3001,9196,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3002,7512,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3003,9202,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3004,47473,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3005,47670,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3006,47514,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3007,47564,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3008,47068,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3009,50010,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3010,40970,3,1,,,,99,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3011,50011,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3012,50012,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3013,50013,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3014,48436,3,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3015,35482,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3016,35246,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3017,39543,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3018,47186,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3019,50014,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3020,46521,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3021,40031,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3022,41521,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3023,48728,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3024,8851,3,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3025,47001,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3026,50015,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3027,39516,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3028,40231,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3029,53712,3,1,,,,99,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3030,40320,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3031,50016,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3032,33719,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3033,33272,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3034,39844,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3035,38667,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3036,40125,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3037,43167,2,1,,,,,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3038,39032,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3039,38878,2,1,,,,,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3040,40211,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3041,47527,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3042,47484,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3044,43276,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3045,6947,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3046,39643,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3047,40459,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3048,45188,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3049,36482,7,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3050,25429,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3051,44721,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3052,33496,2,1,,,,99,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3053,36169,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3054,31713,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3055,7396,2,1,,,,99,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3056,44252,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3057,36816,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3058,42001,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3059,50017,2,2,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3060,50018,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3061,50019,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3062,50020,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3063,50021,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3064,56852,2,1,,,,99,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3065,50022,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3066,50023,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3067,53726,2,1,,,,99,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3068,53699,2,1,,,,99,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3069,50024,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3070,50025,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3071,50026,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3072,50027,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3073,50028,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3074,50029,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3075,50030,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3076,50031,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3077,54921,7,1,,,,99,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3078,50032,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3079,50033,7,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3080,50034,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3081,50035,4,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3082,50036,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3083,50037,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3084,36536,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3085,50038,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3086,50039,7,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3087,50040,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3088,50041,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3089,50042,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3090,50043,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3091,50044,7,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3092,50045,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3093,53715,3,2,,,,99,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3094,50046,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3095,50047,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3096,50048,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3097,50049,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3098,57188,2,1,,,,99,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3099,50050,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3100,50051,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3101,50052,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3102,50053,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3103,50054,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3104,50055,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3105,50056,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3106,50057,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3107,50058,2,2,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3108,50059,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3109,50060,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3110,50061,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3111,47569,2,1,,,,99,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3112,47169,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3113,47024,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3114,38589,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3115,38294,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3116,20326,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3117,43787,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3118,47316,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3119,47219,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3120,48205,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3121,47233,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3122,47310,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3123,21225,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3124,21476,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3125,38196,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3126,37230,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3127,50062,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3128,47307,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3129,46427,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3130,36653,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3131,22079,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3132,22376,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3133,36137,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3134,47407,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3135,47462,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3136,47556,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3137,47149,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3138,50063,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3139,47255,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3140,26680,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3141,47235,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3142,23806,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3143,38817,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3144,47510,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3145,24852,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3146,34596,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3147,34316,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3148,24080,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3149,41683,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3150,37240,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3151,47450,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3152,30569,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3153,22840,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3154,29883,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3155,47269,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3156,22148,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3157,47555,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3158,19983,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3159,19927,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3160,23419,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3161,44001,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3162,22569,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3163,19968,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3164,48573,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3165,34075,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3166,22904,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3167,24825,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3168,26229,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3169,20963,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3170,20609,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3171,36015,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3172,20234,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3173,21949,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3174,22350,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3175,21959,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3176,23618,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3177,23484,2,1,,,,99,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3178,35471,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3179,44206,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3180,22063,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3181,42545,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3182,31675,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3183,24294,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3184,28109,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3185,23597,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3186,24196,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3187,23055,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3188,23783,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3189,23248,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3190,25444,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3191,28972,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3192,50064,3,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3193,12611,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3194,36275,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3195,21987,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3196,20202,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3197,24546,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3198,43175,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3199,28058,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3200,33938,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3201,50065,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3202,24306,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3203,25309,3,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3205,24097,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3206,23649,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3207,11506,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3208,22106,2,1,,,,99,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3209,24747,7,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3210,28700,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3211,25210,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3212,27128,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3213,26734,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3214,37527,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3215,21221,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3216,17485,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3217,20808,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3218,34174,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3219,47095,2,1,,,,99,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3220,21415,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3221,25240,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3222,35521,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3223,25781,2,1,,,,99,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3224,10980,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3225,20752,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3226,23858,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3227,18513,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3228,6872,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3229,6901,4,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3230,6088,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3231,6879,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3232,7034,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3233,7097,4,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3234,7120,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3235,25521,2,1,,,,99,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3236,22177,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3237,22336,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3238,22541,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3239,21189,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3240,21924,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3241,21732,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3242,21640,2,1,,,,99,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3243,8438,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3244,7880,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3245,8426,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3246,7888,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3247,48327,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3248,48281,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3249,8059,3,1,,,,99,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3250,8151,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3251,25971,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3252,45978,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3253,27067,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3254,16560,3,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3255,8202,3,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3256,8014,3,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3257,7600,2,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3258,7831,2,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3259,19600,2,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3260,14336,4,1,,,,3,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3261,48640,3,1,,,,,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3262,9488,3,1,,,,1,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
3263,35094,3,1,,,,2,32,"2026-01-22 12:51:57","2026-01-22 12:51:57",,
